message_id,device_id,timestamp,latitude,longitude,altitude_m,co2_ppm,tvoc_ppb,ch4_ppm,no2_ppb,n2o_ppb,air_temperature_c,air_humidity_percent,air_pressure_hpa,cloud_cover_percent,wind_speed_kmh,light_lux,soil_moisture_percent,soil_temperature_c,soil_ec_ms_cm,soil_ph,soil_n_mg_kg,soil_p_mg_kg,soil_k_mg_kg,battery_voltage,battery_percent,rssi_dbm,node_status,sensor_status
MSG-AGRISENSE-CC-001-1767236400000,AGRISENSE-CC-001,2026-01-01T10:00:00+07:00,-6.84154,107.9021,483.0,431.24,91.58,2.032,20.98,339.8,20.56,88.9,956.6,83.8,13.62,5843.0,68.4,20.39,1.54,6.33,190,39,270,12.55,46,-52,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767240000000,AGRISENSE-CC-001,2026-01-01T11:00:00+07:00,-6.84154,107.9021,483.0,431.68,94.84,2.363,20.27,339.49,20.77,88.5,956.6,83.4,13.22,8412.0,68.0,20.3,1.55,6.33,190,39,269,12.55,46,-51,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767243600000,AGRISENSE-CC-001,2026-01-01T12:00:00+07:00,-6.84154,107.9021,483.0,432.2,98.47,1.931,20.19,339.52,20.46,86.9,956.6,82.7,12.21,10857.0,67.4,20.21,1.53,6.34,189,39,268,12.56,46,-69,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767247200000,AGRISENSE-CC-001,2026-01-01T13:00:00+07:00,-6.84154,107.9021,483.0,432.64,100.97,2.433,20.88,339.06,20.79,84.4,956.5,81.8,11.02,12509.0,65.4,20.12,1.51,6.36,188,39,265,12.56,46,-57,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767250800000,AGRISENSE-CC-001,2026-01-01T14:00:00+07:00,-6.84154,107.9021,483.0,431.51,102.06,1.872,20.85,338.29,20.33,81.4,956.5,78.7,9.76,14761.0,63.0,20.02,1.47,6.39,185,39,262,12.57,47,-81,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767254400000,AGRISENSE-CC-001,2026-01-01T15:00:00+07:00,-6.84154,107.9021,483.0,431.33,107.97,1.659,21.48,337.04,20.2,78.5,956.5,74.6,9.5,16249.0,60.0,20.11,1.43,6.42,183,39,257,12.57,47,-83,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767258000000,AGRISENSE-CC-001,2026-01-01T16:00:00+07:00,-6.84154,107.9021,483.0,431.52,112.15,2.421,22.62,335.41,20.06,75.5,956.5,71.7,9.69,15959.0,56.0,20.32,1.4,6.46,179,39,251,12.57,47,-52,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767261600000,AGRISENSE-CC-001,2026-01-01T17:00:00+07:00,-6.84154,107.9021,483.0,431.26,116.33,1.637,21.81,333.73,20.17,72.4,956.5,68.8,10.51,14382.0,52.3,20.63,1.33,6.47,175,40,245,12.57,47,-84,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767265200000,AGRISENSE-CC-001,2026-01-01T18:00:00+07:00,-6.84154,107.9021,483.0,433.25,120.39,1.915,21.71,332.35,20.57,69.4,956.5,66.1,11.61,11283.0,49.1,20.92,1.31,6.49,173,40,240,12.56,46,-51,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767268800000,AGRISENSE-CC-001,2026-01-01T19:00:00+07:00,-6.84154,107.9021,483.0,434.57,128.22,1.892,22.55,331.2,20.91,66.4,956.5,61.5,12.36,8239.0,46.6,21.13,1.27,6.5,170,40,236,12.55,46,-80,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767272400000,AGRISENSE-CC-001,2026-01-01T20:00:00+07:00,-6.84154,107.9021,483.0,432.41,130.51,2.416,22.71,330.17,21.2,63.4,956.5,58.7,13.02,6790.0,43.8,21.32,1.23,6.51,168,40,232,12.53,45,-84,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767276000000,AGRISENSE-CC-001,2026-01-01T21:00:00+07:00,-6.84154,107.9021,483.0,431.12,130.29,2.154,22.63,330.97,21.31,60.6,956.5,56.8,13.12,5260.0,42.2,21.42,1.22,6.52,166,40,227,12.53,45,-56,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767279600000,AGRISENSE-CC-001,2026-01-01T22:00:00+07:00,-6.84154,107.9021,483.0,431.3,130.68,1.635,22.93,330.11,21.33,59.3,956.5,56.0,13.24,4224.0,41.9,21.39,1.2,6.53,166,40,227,12.52,45,-65,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767283200000,AGRISENSE-CC-001,2026-01-01T23:00:00+07:00,-6.84154,107.9021,483.0,430.9,128.36,2.259,23.34,330.29,21.11,59.3,956.5,56.1,12.76,3171.0,42.0,21.28,1.2,6.54,166,40,227,12.51,44,-70,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767286800000,AGRISENSE-CC-001,2026-01-02T00:00:00+07:00,-6.84154,107.9021,483.0,431.74,126.65,1.654,22.42,330.22,20.66,60.6,956.5,57.2,12.3,2171.0,43.3,21.13,1.22,6.53,167,41,229,12.51,44,-78,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767290400000,AGRISENSE-CC-001,2026-01-02T01:00:00+07:00,-6.84154,107.9021,483.0,433.81,122.92,1.69,22.76,330.82,20.07,62.9,956.5,59.0,10.99,1621.0,45.7,20.84,1.24,6.51,169,40,232,12.5,44,-81,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767294000000,AGRISENSE-CC-001,2026-01-02T02:00:00+07:00,-6.84154,107.9021,483.0,430.97,120.16,2.387,22.94,331.83,20.82,65.9,956.5,61.6,9.36,845.0,49.4,20.52,1.31,6.47,172,40,238,12.49,44,-77,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767297600000,AGRISENSE-CC-001,2026-01-02T03:00:00+07:00,-6.84154,107.9021,483.0,430.61,115.91,2.421,22.23,333.19,20.4,68.8,956.5,64.8,9.28,710.0,52.9,20.05,1.36,6.44,176,40,244,12.48,43,-63,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767301200000,AGRISENSE-CC-001,2026-01-02T04:00:00+07:00,-6.84154,107.9021,483.0,430.87,111.89,1.865,21.92,334.11,20.9,71.9,956.5,68.0,9.52,754.0,56.5,20.45,1.44,6.42,180,40,250,12.47,43,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767304800000,AGRISENSE-CC-001,2026-01-02T05:00:00+07:00,-6.84154,107.9021,483.0,430.57,105.81,1.725,22.06,335.25,20.41,74.9,956.5,71.9,10.03,749.0,59.1,20.29,1.45,6.4,182,40,254,12.46,42,-61,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767308400000,AGRISENSE-CC-001,2026-01-02T06:00:00+07:00,-6.84154,107.9021,483.0,431.56,102.78,1.999,20.76,336.2,20.84,77.9,956.5,75.5,11.24,263.0,61.4,20.53,1.47,6.38,183,40,258,12.45,42,-56,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767312000000,AGRISENSE-CC-001,2026-01-02T07:00:00+07:00,-6.84154,107.9021,483.0,433.02,98.15,2.416,20.32,337.27,20.48,80.9,956.5,78.6,12.2,1496.0,64.0,20.44,1.53,6.37,185,40,261,12.44,42,-67,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767315600000,AGRISENSE-CC-001,2026-01-02T08:00:00+07:00,-6.84154,107.9021,483.0,432.05,96.08,1.836,21.23,338.29,20.79,83.9,956.5,80.7,13.02,2303.0,66.8,20.46,1.57,6.36,188,39,266,12.44,41,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767319200000,AGRISENSE-CC-001,2026-01-02T09:00:00+07:00,-6.84154,107.9021,483.0,431.75,94.16,2.421,20.83,339.1,20.5,86.6,956.5,83.5,13.3,2685.0,68.5,20.45,1.58,6.35,189,39,269,12.44,41,-60,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767322800000,AGRISENSE-CC-001,2026-01-02T10:00:00+07:00,-6.84154,107.9021,483.0,431.54,94.1,2.42,21.27,339.76,20.73,87.9,956.5,83.1,13.41,5224.0,68.5,20.38,1.59,6.35,190,39,269,12.44,42,-71,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767326400000,AGRISENSE-CC-001,2026-01-02T11:00:00+07:00,-6.84154,107.9021,483.0,431.45,93.47,2.422,21.15,339.65,20.53,87.8,956.5,82.0,13.05,8254.0,67.2,20.3,1.54,6.36,189,39,267,12.45,42,-59,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767330000000,AGRISENSE-CC-001,2026-01-02T12:00:00+07:00,-6.84154,107.9021,483.0,431.71,94.55,1.961,20.43,339.69,20.73,86.5,956.5,82.1,12.18,10181.0,66.5,20.29,1.5,6.35,188,39,266,12.45,42,-74,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767333600000,AGRISENSE-CC-001,2026-01-02T13:00:00+07:00,-6.84154,107.9021,483.0,430.67,98.82,2.424,20.73,339.02,20.54,84.2,956.5,79.8,10.97,12813.0,64.2,20.08,1.48,6.38,187,39,263,12.47,43,-68,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767337200000,AGRISENSE-CC-001,2026-01-02T14:00:00+07:00,-6.84154,107.9021,483.0,431.21,103.28,2.238,21.51,338.19,20.44,81.2,956.5,77.7,9.51,13930.0,61.9,20.07,1.44,6.39,184,39,259,12.48,43,-63,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767340800000,AGRISENSE-CC-001,2026-01-02T15:00:00+07:00,-6.84154,107.9021,483.0,430.5,108.47,2.427,22.18,336.92,20.24,78.2,956.5,74.2,8.98,15165.0,58.8,20.14,1.39,6.42,182,39,254,12.48,43,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767344400000,AGRISENSE-CC-001,2026-01-02T16:00:00+07:00,-6.84154,107.9021,483.0,430.57,110.59,2.277,21.27,335.25,20.06,75.3,956.5,70.6,9.47,15142.0,55.5,20.26,1.36,6.45,179,39,249,12.48,43,-79,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767348000000,AGRISENSE-CC-001,2026-01-02T17:00:00+07:00,-6.84154,107.9021,483.0,434.07,115.32,1.652,21.38,333.81,20.27,72.2,956.5,67.1,10.44,13691.0,52.1,20.54,1.3,6.47,176,39,244,12.47,43,-68,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767351600000,AGRISENSE-CC-001,2026-01-02T18:00:00+07:00,-6.84154,107.9021,483.0,430.52,120.92,2.418,21.25,331.94,20.56,69.3,956.5,63.6,11.37,11384.0,48.6,20.87,1.25,6.5,173,40,239,12.47,43,-86,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767355200000,AGRISENSE-CC-001,2026-01-02T19:00:00+07:00,-6.84154,107.9021,483.0,433.35,126.12,2.419,19.78,330.48,20.85,66.2,956.5,61.3,12.46,8614.0,45.2,21.14,1.23,6.52,170,40,233,12.45,42,-74,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767358800000,AGRISENSE-CC-001,2026-01-02T20:00:00+07:00,-6.84154,107.9021,483.0,430.94,129.42,2.425,20.38,330.74,21.14,63.2,956.5,58.0,13.2,5853.0,42.4,21.34,1.22,6.54,167,40,228,12.44,42,-60,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767362400000,AGRISENSE-CC-001,2026-01-02T21:00:00+07:00,-6.84154,107.9021,483.0,432.32,132.01,1.647,19.97,330.78,21.28,60.5,956.5,57.6,13.8,4723.0,41.3,21.41,1.23,6.55,166,40,226,12.43,41,-66,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767366000000,AGRISENSE-CC-001,2026-01-02T22:00:00+07:00,-6.84154,107.9021,483.0,432.47,131.11,1.908,20.19,330.07,21.19,59.2,956.5,57.5,13.67,3688.0,40.8,21.4,1.21,6.55,166,40,226,12.42,41,-52,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767369600000,AGRISENSE-CC-001,2026-01-02T23:00:00+07:00,-6.84154,107.9021,483.0,432.3,130.85,2.405,21.0,330.46,20.98,59.2,956.5,57.2,13.33,2925.0,41.8,21.34,1.22,6.55,167,40,227,12.41,40,-56,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767373200000,AGRISENSE-CC-001,2026-01-03T00:00:00+07:00,-6.84154,107.9021,483.0,430.64,128.26,1.635,21.15,330.36,20.51,60.6,956.5,57.0,12.42,2759.0,43.8,21.13,1.22,6.54,168,40,229,12.4,40,-69,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767376800000,AGRISENSE-CC-001,2026-01-03T01:00:00+07:00,-6.84154,107.9021,483.0,432.98,123.2,1.806,21.36,330.72,20.14,62.9,956.5,59.0,11.45,2185.0,46.0,20.83,1.27,6.52,170,40,233,12.4,40,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767380400000,AGRISENSE-CC-001,2026-01-03T02:00:00+07:00,-6.84154,107.9021,483.0,430.54,121.87,2.412,22.35,331.69,20.81,65.9,956.5,62.9,10.06,1623.0,49.5,20.42,1.3,6.48,173,40,238,12.39,39,-57,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767384000000,AGRISENSE-CC-001,2026-01-03T03:00:00+07:00,-6.84154,107.9021,483.0,430.57,118.18,2.421,22.59,332.59,20.44,68.9,956.5,65.9,9.64,1226.0,52.3,20.03,1.33,6.45,175,39,242,12.38,39,-77,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767387600000,AGRISENSE-CC-001,2026-01-03T04:00:00+07:00,-6.84154,107.9021,483.0,430.66,114.77,2.355,21.79,334.13,20.86,72.0,956.5,69.5,9.78,1271.0,55.3,20.45,1.38,6.44,178,40,247,12.38,39,-81,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767391200000,AGRISENSE-CC-001,2026-01-03T05:00:00+07:00,-6.84154,107.9021,483.0,432.07,111.06,2.421,22.17,335.21,20.42,75.0,956.5,73.1,10.82,1084.0,58.3,20.32,1.42,6.44,180,40,252,12.37,39,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767394800000,AGRISENSE-CC-001,2026-01-03T06:00:00+07:00,-6.84154,107.9021,483.0,432.43,105.74,2.416,22.18,336.39,20.89,78.0,956.5,75.9,11.53,1212.0,61.8,20.51,1.47,6.4,183,39,257,12.37,39,-85,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767398400000,AGRISENSE-CC-001,2026-01-03T07:00:00+07:00,-6.84154,107.9021,483.0,435.51,100.34,1.958,21.05,337.42,20.37,81.1,956.5,79.0,12.49,1136.0,64.6,20.46,1.51,6.36,186,39,261,12.36,38,-79,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767402000000,AGRISENSE-CC-001,2026-01-03T08:00:00+07:00,-6.84154,107.9021,483.0,433.08,97.24,1.663,20.48,337.97,20.98,84.0,956.5,80.6,13.23,1797.0,66.2,20.44,1.52,6.36,187,39,264,12.36,38,-63,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767405600000,AGRISENSE-CC-001,2026-01-03T09:00:00+07:00,-6.84154,107.9021,483.0,430.64,97.5,2.416,21.19,338.52,20.36,86.8,956.5,82.4,13.7,3037.0,68.0,20.51,1.54,6.34,188,39,268,12.37,39,-83,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767409200000,AGRISENSE-CC-001,2026-01-03T10:00:00+07:00,-6.84154,107.9021,483.0,430.56,96.43,2.43,21.55,338.75,20.85,88.1,956.5,83.9,13.82,4623.0,68.6,20.32,1.56,6.33,189,39,269,12.37,39,-78,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767412800000,AGRISENSE-CC-001,2026-01-03T11:00:00+07:00,-6.84154,107.9021,483.0,431.92,97.12,2.415,22.52,339.27,20.46,88.0,956.5,83.1,13.45,7790.0,68.1,20.37,1.55,6.33,189,39,269,12.37,39,-82,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767416400000,AGRISENSE-CC-001,2026-01-03T12:00:00+07:00,-6.84154,107.9021,483.0,432.82,99.54,1.85,22.56,339.15,20.81,86.7,956.5,81.8,12.53,11623.0,66.6,20.26,1.5,6.34,188,39,267,12.38,39,-53,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767420000000,AGRISENSE-CC-001,2026-01-03T13:00:00+07:00,-6.84154,107.9021,483.0,433.4,101.15,2.005,22.46,338.4,20.46,84.4,956.5,79.7,11.51,14394.0,63.7,20.15,1.46,6.37,186,39,262,12.38,39,-81,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767423600000,AGRISENSE-CC-001,2026-01-03T14:00:00+07:00,-6.84154,107.9021,483.0,432.27,103.78,2.264,23.69,337.66,20.58,81.4,956.5,76.9,10.01,16288.0,61.8,20.06,1.44,6.39,184,39,260,12.39,39,-54,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767427200000,AGRISENSE-CC-001,2026-01-03T15:00:00+07:00,-6.84154,107.9021,483.0,430.44,109.7,1.66,23.66,336.7,20.08,78.4,956.5,73.9,9.37,16909.0,59.7,20.07,1.43,6.41,183,40,256,12.39,40,-84,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767430800000,AGRISENSE-CC-001,2026-01-03T16:00:00+07:00,-6.84154,107.9021,483.0,433.27,114.7,2.435,22.94,335.37,20.09,75.4,956.5,71.3,9.78,15776.0,56.7,20.2,1.38,6.45,180,40,251,12.39,39,-69,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767434400000,AGRISENSE-CC-001,2026-01-03T17:00:00+07:00,-6.84154,107.9021,483.0,432.44,120.17,1.691,22.17,333.69,20.16,72.3,956.5,67.6,10.64,14281.0,52.7,20.5,1.32,6.48,177,40,246,12.38,39,-76,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767438000000,AGRISENSE-CC-001,2026-01-03T18:00:00+07:00,-6.84154,107.9021,483.0,431.93,122.92,2.175,22.45,332.41,20.5,69.4,956.5,64.7,11.39,11146.0,49.8,20.8,1.31,6.5,174,41,240,12.37,39,-63,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767441600000,AGRISENSE-CC-001,2026-01-03T19:00:00+07:00,-6.84154,107.9021,483.0,432.69,127.96,2.087,21.23,331.04,20.76,66.4,956.5,62.1,12.33,8640.0,46.9,21.03,1.28,6.51,172,41,236,12.36,38,-76,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767445200000,AGRISENSE-CC-001,2026-01-03T20:00:00+07:00,-6.84154,107.9021,483.0,432.2,131.04,2.43,21.06,330.24,21.05,63.4,956.5,59.6,13.33,6585.0,44.3,21.17,1.23,6.53,169,41,231,12.35,38,-75,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767448800000,AGRISENSE-CC-001,2026-01-03T21:00:00+07:00,-6.84154,107.9021,483.0,431.25,133.12,1.629,21.35,330.31,21.24,60.7,956.5,56.4,13.77,5128.0,43.3,21.32,1.22,6.53,168,41,229,12.35,38,-80,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767452400000,AGRISENSE-CC-001,2026-01-03T22:00:00+07:00,-6.84154,107.9021,483.0,431.51,133.29,1.724,22.1,330.29,21.18,59.4,956.5,56.5,14.02,3675.0,43.2,21.33,1.23,6.53,167,40,229,12.34,37,-54,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767456000000,AGRISENSE-CC-001,2026-01-03T23:00:00+07:00,-6.84154,107.9021,483.0,435.3,133.08,2.295,21.23,330.07,20.97,59.4,956.5,56.3,13.5,3086.0,43.3,21.22,1.22,6.53,167,40,229,12.32,37,-65,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767459600000,AGRISENSE-CC-001,2026-01-04T00:00:00+07:00,-6.84154,107.9021,483.0,433.76,128.77,2.423,21.56,330.11,20.41,60.8,956.5,57.2,12.6,2341.0,44.5,21.01,1.25,6.53,168,40,231,12.31,36,-68,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767463200000,AGRISENSE-CC-001,2026-01-04T01:00:00+07:00,-6.84154,107.9021,483.0,433.57,125.29,1.876,22.81,330.42,20.34,63.1,956.5,59.2,11.56,1982.0,46.5,20.77,1.28,6.5,170,40,234,12.31,36,-64,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767466800000,AGRISENSE-CC-001,2026-01-04T02:00:00+07:00,-6.84154,107.9021,483.0,431.6,121.5,2.385,23.59,331.23,20.62,66.1,956.5,62.3,9.94,1401.0,48.9,20.38,1.33,6.48,172,40,238,12.29,36,-87,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767470400000,AGRISENSE-CC-001,2026-01-04T03:00:00+07:00,-6.84154,107.9021,483.0,431.29,118.01,1.65,23.47,332.46,20.66,69.1,956.5,65.8,9.31,1234.0,51.8,20.1,1.37,6.47,175,40,243,12.28,35,-89,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767474000000,AGRISENSE-CC-001,2026-01-04T04:00:00+07:00,-6.84154,107.9021,483.0,432.42,113.78,2.422,23.36,333.54,20.59,72.1,956.5,68.4,10.04,1338.0,54.3,20.42,1.38,6.44,177,40,246,12.28,35,-70,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767477600000,AGRISENSE-CC-001,2026-01-04T05:00:00+07:00,-6.84154,107.9021,483.0,434.26,108.78,1.657,23.82,334.94,20.59,75.1,956.5,71.9,11.06,618.0,57.9,20.33,1.42,6.42,180,39,253,12.27,35,-69,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767481200000,AGRISENSE-CC-001,2026-01-04T06:00:00+07:00,-6.84154,107.9021,483.0,431.55,104.99,2.238,22.55,336.18,20.64,78.1,956.5,75.8,11.93,1161.0,61.4,20.47,1.47,6.39,183,39,258,12.27,35,-62,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767484800000,AGRISENSE-CC-001,2026-01-04T07:00:00+07:00,-6.84154,107.9021,483.0,431.18,101.05,1.708,22.84,336.79,20.62,81.1,956.5,79.6,12.66,1259.0,63.8,20.5,1.51,6.36,185,39,262,12.27,35,-53,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767488400000,AGRISENSE-CC-001,2026-01-04T08:00:00+07:00,-6.84154,107.9021,483.0,433.12,97.82,2.152,21.97,337.44,20.72,84.1,956.5,81.7,13.07,2265.0,65.9,20.43,1.52,6.34,187,39,265,12.26,34,-73,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767492000000,AGRISENSE-CC-001,2026-01-04T09:00:00+07:00,-6.84154,107.9021,483.0,433.85,94.94,1.655,21.47,338.28,20.54,86.7,956.5,84.4,13.89,2712.0,67.6,20.48,1.57,6.34,189,39,269,12.26,34,-77,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767495600000,AGRISENSE-CC-001,2026-01-04T10:00:00+07:00,-6.84154,107.9021,483.0,431.55,94.05,2.052,20.89,338.93,20.73,88.0,956.5,84.1,13.77,4888.0,68.4,20.39,1.56,6.34,189,39,270,12.25,34,-59,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767499200000,AGRISENSE-CC-001,2026-01-04T11:00:00+07:00,-6.84154,107.9021,483.0,432.89,95.23,2.411,20.01,339.07,20.47,88.0,956.5,84.1,13.56,6682.0,67.6,20.38,1.51,6.35,189,39,268,12.25,34,-62,online,dummy_api_weather_airquality
MSG-AGRISENSE-CC-001-1767502800000,AGRISENSE-CC-001,2026-01-04T12:00:00+07:00,-6.84154,107.9021,483.0,430.58,99.22,1.662,20.55,338.8,20.78,86.8,956.5,82.7,12.77,10104.0,66.8,20.22,1.5,6.35,188,39,268,12.26,34,-88,online,dummy_api_weather_airquality
